uniqueSubjects,variable,value,Age,Id,Positon,Size,Weight
24_14,sit_large_light,0,24,14,sit,large,light
24_16,sit_large_light,0,24,16,sit,large,light
24_17,sit_large_light,0,24,17,sit,large,light
24_18,sit_large_light,0,24,18,sit,large,light
24_23,sit_large_light,0,24,23,sit,large,light
24_24,sit_large_light,0,24,24,sit,large,light
24_27,sit_large_light,0,24,27,sit,large,light
24_29,sit_large_light,0,24,29,sit,large,light
24_30,sit_large_light,0,24,30,sit,large,light
24_31,sit_large_light,0,24,31,sit,large,light
24_32,sit_large_light,0,24,32,sit,large,light
24_34,sit_large_light,0,24,34,sit,large,light
24_37,sit_large_light,0,24,37,sit,large,light
24_38,sit_large_light,0,24,38,sit,large,light
24_40,sit_large_light,0,24,40,sit,large,light
24_42,sit_large_light,0,24,42,sit,large,light
24_43,sit_large_light,0,24,43,sit,large,light
24_44,sit_large_light,0,24,44,sit,large,light
24_45,sit_large_light,0,24,45,sit,large,light
24_46,sit_large_light,0,24,46,sit,large,light
24_51,sit_large_light,1,24,51,sit,large,light
12_01,sit_large_moderate,0,12,1,sit,large,moderate
12_02,sit_large_moderate,0,12,2,sit,large,moderate
12_03,sit_large_moderate,0,12,3,sit,large,moderate
12_05,sit_large_moderate,0,12,5,sit,large,moderate
12_07,sit_large_moderate,2,12,7,sit,large,moderate
12_08,sit_large_moderate,0,12,8,sit,large,moderate
12_09,sit_large_moderate,0,12,9,sit,large,moderate
12_10,sit_large_moderate,0,12,10,sit,large,moderate
12_11,sit_large_moderate,0,12,11,sit,large,moderate
12_12,sit_large_moderate,0,12,12,sit,large,moderate
12_13,sit_large_moderate,1,12,13,sit,large,moderate
12_14,sit_large_moderate,0,12,14,sit,large,moderate
12_15,sit_large_moderate,0,12,15,sit,large,moderate
12_16,sit_large_moderate,0,12,16,sit,large,moderate
12_17,sit_large_moderate,0,12,17,sit,large,moderate
12_18,sit_large_moderate,0,12,18,sit,large,moderate
12_20,sit_large_moderate,0,12,20,sit,large,moderate
12_21,sit_large_moderate,0,12,21,sit,large,moderate
12_22,sit_large_moderate,0,12,22,sit,large,moderate
12_23,sit_large_moderate,0,12,23,sit,large,moderate
12_25,sit_large_moderate,2,12,25,sit,large,moderate
12_26,sit_large_moderate,0,12,26,sit,large,moderate
12_27,sit_large_moderate,0,12,27,sit,large,moderate
12_29,sit_large_moderate,1,12,29,sit,large,moderate
12_30,sit_large_moderate,0,12,30,sit,large,moderate
12_31,sit_large_moderate,0,12,31,sit,large,moderate
12_32,sit_large_moderate,0,12,32,sit,large,moderate
12_33,sit_large_moderate,0,12,33,sit,large,moderate
12_34,sit_large_moderate,1,12,34,sit,large,moderate
12_35,sit_large_moderate,0,12,35,sit,large,moderate
12_36,sit_large_moderate,0,12,36,sit,large,moderate
12_37,sit_large_moderate,1,12,37,sit,large,moderate
12_38,sit_large_moderate,0,12,38,sit,large,moderate
12_39,sit_large_moderate,0,12,39,sit,large,moderate
24_01,sit_large_moderate,0,24,1,sit,large,moderate
24_02,sit_large_moderate,0,24,2,sit,large,moderate
24_04,sit_large_moderate,0,24,4,sit,large,moderate
24_05,sit_large_moderate,0,24,5,sit,large,moderate
24_07,sit_large_moderate,0,24,7,sit,large,moderate
24_09,sit_large_moderate,0,24,9,sit,large,moderate
24_10,sit_large_moderate,0,24,10,sit,large,moderate
24_11,sit_large_moderate,0,24,11,sit,large,moderate
24_12,sit_large_moderate,0,24,12,sit,large,moderate
24_13,sit_large_moderate,0,24,13,sit,large,moderate
24_14,sit_large_moderate,0,24,14,sit,large,moderate
24_16,sit_large_moderate,0,24,16,sit,large,moderate
24_17,sit_large_moderate,1,24,17,sit,large,moderate
24_18,sit_large_moderate,0,24,18,sit,large,moderate
24_23,sit_large_moderate,0,24,23,sit,large,moderate
24_24,sit_large_moderate,0,24,24,sit,large,moderate
24_27,sit_large_moderate,0,24,27,sit,large,moderate
24_29,sit_large_moderate,3,24,29,sit,large,moderate
24_30,sit_large_moderate,0,24,30,sit,large,moderate
24_31,sit_large_moderate,0,24,31,sit,large,moderate
24_32,sit_large_moderate,0,24,32,sit,large,moderate
24_34,sit_large_moderate,0,24,34,sit,large,moderate
24_37,sit_large_moderate,4,24,37,sit,large,moderate
24_38,sit_large_moderate,0,24,38,sit,large,moderate
24_40,sit_large_moderate,0,24,40,sit,large,moderate
24_42,sit_large_moderate,0,24,42,sit,large,moderate
24_43,sit_large_moderate,0,24,43,sit,large,moderate
24_44,sit_large_moderate,0,24,44,sit,large,moderate
24_45,sit_large_moderate,2,24,45,sit,large,moderate
24_46,sit_large_moderate,0,24,46,sit,large,moderate
24_51,sit_large_moderate,0,24,51,sit,large,moderate
12_01,sit_large_heavy,0,12,1,sit,large,heavy
12_02,sit_large_heavy,0,12,2,sit,large,heavy
12_03,sit_large_heavy,1,12,3,sit,large,heavy
12_05,sit_large_heavy,0,12,5,sit,large,heavy
12_07,sit_large_heavy,0,12,7,sit,large,heavy
12_08,sit_large_heavy,0,12,8,sit,large,heavy
12_09,sit_large_heavy,0,12,9,sit,large,heavy
12_10,sit_large_heavy,0,12,10,sit,large,heavy
12_11,sit_large_heavy,0,12,11,sit,large,heavy
12_12,sit_large_heavy,0,12,12,sit,large,heavy
12_13,sit_large_heavy,0,12,13,sit,large,heavy
12_14,sit_large_heavy,2,12,14,sit,large,heavy
12_15,sit_large_heavy,0,12,15,sit,large,heavy
12_16,sit_large_heavy,1,12,16,sit,large,heavy
12_17,sit_large_heavy,0,12,17,sit,large,heavy
12_18,sit_large_heavy,0,12,18,sit,large,heavy
12_20,sit_large_heavy,0,12,20,sit,large,heavy
12_21,sit_large_heavy,0,12,21,sit,large,heavy
12_22,sit_large_heavy,0,12,22,sit,large,heavy
12_23,sit_large_heavy,0,12,23,sit,large,heavy
12_25,sit_large_heavy,0,12,25,sit,large,heavy
12_26,sit_large_heavy,0,12,26,sit,large,heavy
12_27,sit_large_heavy,0,12,27,sit,large,heavy
12_29,sit_large_heavy,0,12,29,sit,large,heavy
12_30,sit_large_heavy,1,12,30,sit,large,heavy
12_31,sit_large_heavy,0,12,31,sit,large,heavy
12_32,sit_large_heavy,0,12,32,sit,large,heavy
12_33,sit_large_heavy,1,12,33,sit,large,heavy
12_34,sit_large_heavy,0,12,34,sit,large,heavy
12_35,sit_large_heavy,0,12,35,sit,large,heavy
12_36,sit_large_heavy,0,12,36,sit,large,heavy
12_37,sit_large_heavy,1,12,37,sit,large,heavy
12_38,sit_large_heavy,0,12,38,sit,large,heavy
12_39,sit_large_heavy,0,12,39,sit,large,heavy
24_01,sit_large_heavy,0,24,1,sit,large,heavy
24_02,sit_large_heavy,0,24,2,sit,large,heavy
24_04,sit_large_heavy,0,24,4,sit,large,heavy
24_05,sit_large_heavy,0,24,5,sit,large,heavy
24_07,sit_large_heavy,0,24,7,sit,large,heavy
24_09,sit_large_heavy,0,24,9,sit,large,heavy
24_10,sit_large_heavy,2,24,10,sit,large,heavy
24_11,sit_large_heavy,0,24,11,sit,large,heavy
24_12,sit_large_heavy,0,24,12,sit,large,heavy
24_13,sit_large_heavy,0,24,13,sit,large,heavy
24_14,sit_large_heavy,0,24,14,sit,large,heavy
24_16,sit_large_heavy,0,24,16,sit,large,heavy
24_17,sit_large_heavy,0,24,17,sit,large,heavy
24_18,sit_large_heavy,0,24,18,sit,large,heavy
24_23,sit_large_heavy,1,24,23,sit,large,heavy
24_24,sit_large_heavy,1,24,24,sit,large,heavy
24_27,sit_large_heavy,0,24,27,sit,large,heavy
24_29,sit_large_heavy,2,24,29,sit,large,heavy
24_30,sit_large_heavy,3,24,30,sit,large,heavy
24_31,sit_large_heavy,0,24,31,sit,large,heavy
24_32,sit_large_heavy,0,24,32,sit,large,heavy
24_34,sit_large_heavy,0,24,34,sit,large,heavy
24_37,sit_large_heavy,0,24,37,sit,large,heavy
24_38,sit_large_heavy,0,24,38,sit,large,heavy
24_40,sit_large_heavy,1,24,40,sit,large,heavy
24_42,sit_large_heavy,0,24,42,sit,large,heavy
24_43,sit_large_heavy,1,24,43,sit,large,heavy
24_44,sit_large_heavy,0,24,44,sit,large,heavy
24_45,sit_large_heavy,0,24,45,sit,large,heavy
24_46,sit_large_heavy,1,24,46,sit,large,heavy
24_51,sit_large_heavy,0,24,51,sit,large,heavy
12_01,Walk_small_light,0,12,1,Walk,small,light
12_02,Walk_small_light,0,12,2,Walk,small,light
12_03,Walk_small_light,0,12,3,Walk,small,light
12_05,Walk_small_light,0,12,5,Walk,small,light
12_07,Walk_small_light,0,12,7,Walk,small,light
12_08,Walk_small_light,0,12,8,Walk,small,light
12_09,Walk_small_light,0,12,9,Walk,small,light
12_10,Walk_small_light,0,12,10,Walk,small,light
12_11,Walk_small_light,0,12,11,Walk,small,light
12_12,Walk_small_light,0,12,12,Walk,small,light
12_13,Walk_small_light,0,12,13,Walk,small,light
12_14,Walk_small_light,0,12,14,Walk,small,light
12_15,Walk_small_light,0,12,15,Walk,small,light
12_16,Walk_small_light,0,12,16,Walk,small,light
12_17,Walk_small_light,0,12,17,Walk,small,light
12_18,Walk_small_light,0,12,18,Walk,small,light
12_20,Walk_small_light,0,12,20,Walk,small,light
12_21,Walk_small_light,0,12,21,Walk,small,light
12_22,Walk_small_light,0,12,22,Walk,small,light
12_23,Walk_small_light,0,12,23,Walk,small,light
12_25,Walk_small_light,0,12,25,Walk,small,light
12_26,Walk_small_light,0,12,26,Walk,small,light
12_27,Walk_small_light,0,12,27,Walk,small,light
12_29,Walk_small_light,0,12,29,Walk,small,light
12_30,Walk_small_light,0,12,30,Walk,small,light
12_31,Walk_small_light,0,12,31,Walk,small,light
12_32,Walk_small_light,0,12,32,Walk,small,light
12_33,Walk_small_light,0,12,33,Walk,small,light
12_34,Walk_small_light,0,12,34,Walk,small,light
12_35,Walk_small_light,0,12,35,Walk,small,light
12_36,Walk_small_light,0,12,36,Walk,small,light
12_37,Walk_small_light,0,12,37,Walk,small,light
12_38,Walk_small_light,0,12,38,Walk,small,light
12_39,Walk_small_light,0,12,39,Walk,small,light
24_01,Walk_small_light,0,24,1,Walk,small,light
24_02,Walk_small_light,0,24,2,Walk,small,light
24_04,Walk_small_light,0,24,4,Walk,small,light
24_05,Walk_small_light,0,24,5,Walk,small,light
24_07,Walk_small_light,0,24,7,Walk,small,light
24_09,Walk_small_light,0,24,9,Walk,small,light
24_10,Walk_small_light,0,24,10,Walk,small,light
24_11,Walk_small_light,0,24,11,Walk,small,light
24_12,Walk_small_light,0,24,12,Walk,small,light
24_13,Walk_small_light,0,24,13,Walk,small,light
24_14,Walk_small_light,0,24,14,Walk,small,light
24_16,Walk_small_light,0,24,16,Walk,small,light
24_17,Walk_small_light,0,24,17,Walk,small,light
24_18,Walk_small_light,0,24,18,Walk,small,light
24_23,Walk_small_light,0,24,23,Walk,small,light
24_24,Walk_small_light,0,24,24,Walk,small,light
24_27,Walk_small_light,0,24,27,Walk,small,light
24_29,Walk_small_light,0,24,29,Walk,small,light
24_30,Walk_small_light,1,24,30,Walk,small,light
24_31,Walk_small_light,0,24,31,Walk,small,light
24_32,Walk_small_light,0,24,32,Walk,small,light
24_34,Walk_small_light,0,24,34,Walk,small,light
24_37,Walk_small_light,0,24,37,Walk,small,light
24_38,Walk_small_light,0,24,38,Walk,small,light
24_40,Walk_small_light,0,24,40,Walk,small,light
24_42,Walk_small_light,0,24,42,Walk,small,light
24_43,Walk_small_light,0,24,43,Walk,small,light
24_44,Walk_small_light,0,24,44,Walk,small,light
24_45,Walk_small_light,0,24,45,Walk,small,light
24_46,Walk_small_light,0,24,46,Walk,small,light
24_51,Walk_small_light,0,24,51,Walk,small,light
12_01,Walk_small_moderate,0,12,1,Walk,small,moderate
12_02,Walk_small_moderate,0,12,2,Walk,small,moderate
12_03,Walk_small_moderate,0,12,3,Walk,small,moderate
12_05,Walk_small_moderate,0,12,5,Walk,small,moderate
12_07,Walk_small_moderate,0,12,7,Walk,small,moderate
12_08,Walk_small_moderate,0,12,8,Walk,small,moderate
12_09,Walk_small_moderate,0,12,9,Walk,small,moderate
12_10,Walk_small_moderate,0,12,10,Walk,small,moderate
12_11,Walk_small_moderate,0,12,11,Walk,small,moderate
12_12,Walk_small_moderate,0,12,12,Walk,small,moderate
12_13,Walk_small_moderate,0,12,13,Walk,small,moderate
12_14,Walk_small_moderate,3,12,14,Walk,small,moderate
12_15,Walk_small_moderate,0,12,15,Walk,small,moderate
12_16,Walk_small_moderate,0,12,16,Walk,small,moderate
12_17,Walk_small_moderate,0,12,17,Walk,small,moderate
12_18,Walk_small_moderate,0,12,18,Walk,small,moderate
12_20,Walk_small_moderate,0,12,20,Walk,small,moderate
12_21,Walk_small_moderate,0,12,21,Walk,small,moderate
12_22,Walk_small_moderate,0,12,22,Walk,small,moderate
12_23,Walk_small_moderate,0,12,23,Walk,small,moderate
12_25,Walk_small_moderate,0,12,25,Walk,small,moderate
12_26,Walk_small_moderate,0,12,26,Walk,small,moderate
12_27,Walk_small_moderate,0,12,27,Walk,small,moderate
12_29,Walk_small_moderate,0,12,29,Walk,small,moderate
12_30,Walk_small_moderate,0,12,30,Walk,small,moderate
12_31,Walk_small_moderate,0,12,31,Walk,small,moderate
12_32,Walk_small_moderate,0,12,32,Walk,small,moderate
12_33,Walk_small_moderate,0,12,33,Walk,small,moderate
12_34,Walk_small_moderate,0,12,34,Walk,small,moderate
12_35,Walk_small_moderate,0,12,35,Walk,small,moderate
12_36,Walk_small_moderate,0,12,36,Walk,small,moderate
12_37,Walk_small_moderate,0,12,37,Walk,small,moderate
12_38,Walk_small_moderate,0,12,38,Walk,small,moderate
12_39,Walk_small_moderate,0,12,39,Walk,small,moderate
24_01,Walk_small_moderate,0,24,1,Walk,small,moderate
24_02,Walk_small_moderate,0,24,2,Walk,small,moderate
24_04,Walk_small_moderate,0,24,4,Walk,small,moderate
24_05,Walk_small_moderate,0,24,5,Walk,small,moderate
24_07,Walk_small_moderate,0,24,7,Walk,small,moderate
24_09,Walk_small_moderate,0,24,9,Walk,small,moderate
24_10,Walk_small_moderate,0,24,10,Walk,small,moderate
24_11,Walk_small_moderate,0,24,11,Walk,small,moderate
24_12,Walk_small_moderate,0,24,12,Walk,small,moderate
24_13,Walk_small_moderate,0,24,13,Walk,small,moderate
24_14,Walk_small_moderate,1,24,14,Walk,small,moderate
24_16,Walk_small_moderate,0,24,16,Walk,small,moderate
24_17,Walk_small_moderate,0,24,17,Walk,small,moderate
24_18,Walk_small_moderate,0,24,18,Walk,small,moderate
24_23,Walk_small_moderate,0,24,23,Walk,small,moderate
24_24,Walk_small_moderate,0,24,24,Walk,small,moderate
24_27,Walk_small_moderate,0,24,27,Walk,small,moderate
24_29,Walk_small_moderate,0,24,29,Walk,small,moderate
24_30,Walk_small_moderate,0,24,30,Walk,small,moderate
24_31,Walk_small_moderate,0,24,31,Walk,small,moderate
24_32,Walk_small_moderate,0,24,32,Walk,small,moderate
24_34,Walk_small_moderate,0,24,34,Walk,small,moderate
24_37,Walk_small_moderate,0,24,37,Walk,small,moderate
24_38,Walk_small_moderate,0,24,38,Walk,small,moderate
24_40,Walk_small_moderate,0,24,40,Walk,small,moderate
24_42,Walk_small_moderate,1,24,42,Walk,small,moderate
24_43,Walk_small_moderate,0,24,43,Walk,small,moderate
24_44,Walk_small_moderate,0,24,44,Walk,small,moderate
24_45,Walk_small_moderate,0,24,45,Walk,small,moderate
24_46,Walk_small_moderate,0,24,46,Walk,small,moderate
24_51,Walk_small_moderate,0,24,51,Walk,small,moderate
12_01,Walk_small_heavy,0,12,1,Walk,small,heavy
12_02,Walk_small_heavy,0,12,2,Walk,small,heavy
12_03,Walk_small_heavy,0,12,3,Walk,small,heavy
12_05,Walk_small_heavy,0,12,5,Walk,small,heavy
12_07,Walk_small_heavy,0,12,7,Walk,small,heavy
12_08,Walk_small_heavy,0,12,8,Walk,small,heavy
12_09,Walk_small_heavy,0,12,9,Walk,small,heavy
12_10,Walk_small_heavy,0,12,10,Walk,small,heavy
12_11,Walk_small_heavy,0,12,11,Walk,small,heavy
12_12,Walk_small_heavy,0,12,12,Walk,small,heavy
12_13,Walk_small_heavy,0,12,13,Walk,small,heavy
12_14,Walk_small_heavy,1,12,14,Walk,small,heavy
12_15,Walk_small_heavy,0,12,15,Walk,small,heavy
12_16,Walk_small_heavy,0,12,16,Walk,small,heavy
12_17,Walk_small_heavy,0,12,17,Walk,small,heavy
12_18,Walk_small_heavy,0,12,18,Walk,small,heavy
12_20,Walk_small_heavy,0,12,20,Walk,small,heavy
12_21,Walk_small_heavy,0,12,21,Walk,small,heavy
12_22,Walk_small_heavy,0,12,22,Walk,small,heavy
12_23,Walk_small_heavy,0,12,23,Walk,small,heavy
12_25,Walk_small_heavy,0,12,25,Walk,small,heavy
12_26,Walk_small_heavy,0,12,26,Walk,small,heavy
12_27,Walk_small_heavy,0,12,27,Walk,small,heavy
12_29,Walk_small_heavy,0,12,29,Walk,small,heavy
12_30,Walk_small_heavy,0,12,30,Walk,small,heavy
12_31,Walk_small_heavy,0,12,31,Walk,small,heavy
12_32,Walk_small_heavy,0,12,32,Walk,small,heavy
12_33,Walk_small_heavy,0,12,33,Walk,small,heavy
12_34,Walk_small_heavy,0,12,34,Walk,small,heavy
12_35,Walk_small_heavy,0,12,35,Walk,small,heavy
12_36,Walk_small_heavy,0,12,36,Walk,small,heavy
12_37,Walk_small_heavy,0,12,37,Walk,small,heavy
12_38,Walk_small_heavy,0,12,38,Walk,small,heavy
12_39,Walk_small_heavy,0,12,39,Walk,small,heavy
24_01,Walk_small_heavy,0,24,1,Walk,small,heavy
24_02,Walk_small_heavy,0,24,2,Walk,small,heavy
24_04,Walk_small_heavy,0,24,4,Walk,small,heavy
24_05,Walk_small_heavy,0,24,5,Walk,small,heavy
24_07,Walk_small_heavy,0,24,7,Walk,small,heavy
24_09,Walk_small_heavy,0,24,9,Walk,small,heavy
24_10,Walk_small_heavy,0,24,10,Walk,small,heavy
24_11,Walk_small_heavy,0,24,11,Walk,small,heavy
24_12,Walk_small_heavy,0,24,12,Walk,small,heavy
24_13,Walk_small_heavy,0,24,13,Walk,small,heavy
24_14,Walk_small_heavy,0,24,14,Walk,small,heavy
24_16,Walk_small_heavy,0,24,16,Walk,small,heavy
24_17,Walk_small_heavy,0,24,17,Walk,small,heavy
24_18,Walk_small_heavy,0,24,18,Walk,small,heavy
24_23,Walk_small_heavy,0,24,23,Walk,small,heavy
24_24,Walk_small_heavy,0,24,24,Walk,small,heavy
24_27,Walk_small_heavy,0,24,27,Walk,small,heavy
24_29,Walk_small_heavy,0,24,29,Walk,small,heavy
24_30,Walk_small_heavy,0,24,30,Walk,small,heavy
24_31,Walk_small_heavy,0,24,31,Walk,small,heavy
24_32,Walk_small_heavy,0,24,32,Walk,small,heavy
24_34,Walk_small_heavy,0,24,34,Walk,small,heavy
24_37,Walk_small_heavy,0,24,37,Walk,small,heavy
24_38,Walk_small_heavy,0,24,38,Walk,small,heavy
24_40,Walk_small_heavy,0,24,40,Walk,small,heavy
24_42,Walk_small_heavy,0,24,42,Walk,small,heavy
24_43,Walk_small_heavy,0,24,43,Walk,small,heavy
24_44,Walk_small_heavy,0,24,44,Walk,small,heavy
24_45,Walk_small_heavy,0,24,45,Walk,small,heavy
24_46,Walk_small_heavy,0,24,46,Walk,small,heavy
24_51,Walk_small_heavy,0,24,51,Walk,small,heavy
12_01,Walk_medium_light,0,12,1,Walk,medium,light
12_02,Walk_medium_light,0,12,2,Walk,medium,light
12_03,Walk_medium_light,0,12,3,Walk,medium,light
12_05,Walk_medium_light,0,12,5,Walk,medium,light
12_07,Walk_medium_light,0,12,7,Walk,medium,light
12_08,Walk_medium_light,0,12,8,Walk,medium,light
12_09,Walk_medium_light,0,12,9,Walk,medium,light
12_10,Walk_medium_light,0,12,10,Walk,medium,light
12_11,Walk_medium_light,0,12,11,Walk,medium,light
12_12,Walk_medium_light,0,12,12,Walk,medium,light
12_13,Walk_medium_light,0,12,13,Walk,medium,light
12_14,Walk_medium_light,1,12,14,Walk,medium,light
12_15,Walk_medium_light,1,12,15,Walk,medium,light
12_16,Walk_medium_light,0,12,16,Walk,medium,light
12_17,Walk_medium_light,0,12,17,Walk,medium,light
12_18,Walk_medium_light,0,12,18,Walk,medium,light
12_20,Walk_medium_light,0,12,20,Walk,medium,light
12_21,Walk_medium_light,0,12,21,Walk,medium,light
12_22,Walk_medium_light,2,12,22,Walk,medium,light
12_23,Walk_medium_light,0,12,23,Walk,medium,light
12_25,Walk_medium_light,0,12,25,Walk,medium,light
12_26,Walk_medium_light,0,12,26,Walk,medium,light
12_27,Walk_medium_light,0,12,27,Walk,medium,light
12_29,Walk_medium_light,0,12,29,Walk,medium,light
12_30,Walk_medium_light,0,12,30,Walk,medium,light
12_31,Walk_medium_light,0,12,31,Walk,medium,light
12_32,Walk_medium_light,0,12,32,Walk,medium,light
12_33,Walk_medium_light,0,12,33,Walk,medium,light
12_34,Walk_medium_light,0,12,34,Walk,medium,light
12_35,Walk_medium_light,0,12,35,Walk,medium,light
12_36,Walk_medium_light,0,12,36,Walk,medium,light
12_37,Walk_medium_light,0,12,37,Walk,medium,light
12_38,Walk_medium_light,0,12,38,Walk,medium,light
12_39,Walk_medium_light,0,12,39,Walk,medium,light
24_01,Walk_medium_light,0,24,1,Walk,medium,light
24_02,Walk_medium_light,0,24,2,Walk,medium,light
24_04,Walk_medium_light,0,24,4,Walk,medium,light
24_05,Walk_medium_light,0,24,5,Walk,medium,light
24_07,Walk_medium_light,0,24,7,Walk,medium,light
24_09,Walk_medium_light,0,24,9,Walk,medium,light
24_10,Walk_medium_light,0,24,10,Walk,medium,light
24_11,Walk_medium_light,0,24,11,Walk,medium,light
24_12,Walk_medium_light,0,24,12,Walk,medium,light
24_13,Walk_medium_light,0,24,13,Walk,medium,light
24_14,Walk_medium_light,0,24,14,Walk,medium,light
24_16,Walk_medium_light,0,24,16,Walk,medium,light
24_17,Walk_medium_light,0,24,17,Walk,medium,light
24_18,Walk_medium_light,1,24,18,Walk,medium,light
24_23,Walk_medium_light,0,24,23,Walk,medium,light
24_24,Walk_medium_light,0,24,24,Walk,medium,light
24_27,Walk_medium_light,0,24,27,Walk,medium,light
24_29,Walk_medium_light,0,24,29,Walk,medium,light
24_30,Walk_medium_light,0,24,30,Walk,medium,light
24_31,Walk_medium_light,2,24,31,Walk,medium,light
24_32,Walk_medium_light,0,24,32,Walk,medium,light
24_34,Walk_medium_light,0,24,34,Walk,medium,light
24_37,Walk_medium_light,0,24,37,Walk,medium,light
24_38,Walk_medium_light,0,24,38,Walk,medium,light
24_40,Walk_medium_light,1,24,40,Walk,medium,light
24_42,Walk_medium_light,0,24,42,Walk,medium,light
24_43,Walk_medium_light,0,24,43,Walk,medium,light
24_44,Walk_medium_light,0,24,44,Walk,medium,light
24_45,Walk_medium_light,0,24,45,Walk,medium,light
24_46,Walk_medium_light,0,24,46,Walk,medium,light
24_51,Walk_medium_light,0,24,51,Walk,medium,light
12_01,Walk_medium_moderate,0,12,1,Walk,medium,moderate
12_02,Walk_medium_moderate,0,12,2,Walk,medium,moderate
12_03,Walk_medium_moderate,0,12,3,Walk,medium,moderate
12_05,Walk_medium_moderate,0,12,5,Walk,medium,moderate
12_07,Walk_medium_moderate,0,12,7,Walk,medium,moderate
12_08,Walk_medium_moderate,0,12,8,Walk,medium,moderate
12_09,Walk_medium_moderate,0,12,9,Walk,medium,moderate
12_10,Walk_medium_moderate,0,12,10,Walk,medium,moderate
12_11,Walk_medium_moderate,0,12,11,Walk,medium,moderate
12_12,Walk_medium_moderate,0,12,12,Walk,medium,moderate
12_13,Walk_medium_moderate,0,12,13,Walk,medium,moderate
12_14,Walk_medium_moderate,0,12,14,Walk,medium,moderate
12_15,Walk_medium_moderate,0,12,15,Walk,medium,moderate
12_16,Walk_medium_moderate,0,12,16,Walk,medium,moderate
12_17,Walk_medium_moderate,0,12,17,Walk,medium,moderate
12_18,Walk_medium_moderate,0,12,18,Walk,medium,moderate
12_20,Walk_medium_moderate,0,12,20,Walk,medium,moderate
12_21,Walk_medium_moderate,0,12,21,Walk,medium,moderate
12_22,Walk_medium_moderate,0,12,22,Walk,medium,moderate
12_23,Walk_medium_moderate,0,12,23,Walk,medium,moderate
12_25,Walk_medium_moderate,0,12,25,Walk,medium,moderate
12_26,Walk_medium_moderate,0,12,26,Walk,medium,moderate
12_27,Walk_medium_moderate,0,12,27,Walk,medium,moderate
12_29,Walk_medium_moderate,0,12,29,Walk,medium,moderate
12_30,Walk_medium_moderate,0,12,30,Walk,medium,moderate
12_31,Walk_medium_moderate,0,12,31,Walk,medium,moderate
12_32,Walk_medium_moderate,0,12,32,Walk,medium,moderate
12_33,Walk_medium_moderate,0,12,33,Walk,medium,moderate
12_34,Walk_medium_moderate,0,12,34,Walk,medium,moderate
12_35,Walk_medium_moderate,0,12,35,Walk,medium,moderate
12_36,Walk_medium_moderate,0,12,36,Walk,medium,moderate
12_37,Walk_medium_moderate,0,12,37,Walk,medium,moderate
12_38,Walk_medium_moderate,0,12,38,Walk,medium,moderate
12_39,Walk_medium_moderate,0,12,39,Walk,medium,moderate
24_01,Walk_medium_moderate,0,24,1,Walk,medium,moderate
24_02,Walk_medium_moderate,0,24,2,Walk,medium,moderate
24_04,Walk_medium_moderate,0,24,4,Walk,medium,moderate
24_05,Walk_medium_moderate,0,24,5,Walk,medium,moderate
24_07,Walk_medium_moderate,0,24,7,Walk,medium,moderate
24_09,Walk_medium_moderate,0,24,9,Walk,medium,moderate
24_10,Walk_medium_moderate,0,24,10,Walk,medium,moderate
24_11,Walk_medium_moderate,0,24,11,Walk,medium,moderate
24_12,Walk_medium_moderate,0,24,12,Walk,medium,moderate
24_13,Walk_medium_moderate,0,24,13,Walk,medium,moderate
24_14,Walk_medium_moderate,0,24,14,Walk,medium,moderate
24_16,Walk_medium_moderate,0,24,16,Walk,medium,moderate
24_17,Walk_medium_moderate,0,24,17,Walk,medium,moderate
24_18,Walk_medium_moderate,0,24,18,Walk,medium,moderate
24_23,Walk_medium_moderate,0,24,23,Walk,medium,moderate
24_24,Walk_medium_moderate,0,24,24,Walk,medium,moderate
24_27,Walk_medium_moderate,0,24,27,Walk,medium,moderate
24_29,Walk_medium_moderate,0,24,29,Walk,medium,moderate
24_30,Walk_medium_moderate,0,24,30,Walk,medium,moderate
24_31,Walk_medium_moderate,0,24,31,Walk,medium,moderate
24_32,Walk_medium_moderate,0,24,32,Walk,medium,moderate
24_34,Walk_medium_moderate,0,24,34,Walk,medium,moderate
24_37,Walk_medium_moderate,0,24,37,Walk,medium,moderate
24_38,Walk_medium_moderate,0,24,38,Walk,medium,moderate
24_40,Walk_medium_moderate,0,24,40,Walk,medium,moderate
24_42,Walk_medium_moderate,0,24,42,Walk,medium,moderate
24_43,Walk_medium_moderate,0,24,43,Walk,medium,moderate
24_44,Walk_medium_moderate,0,24,44,Walk,medium,moderate
24_45,Walk_medium_moderate,0,24,45,Walk,medium,moderate
24_46,Walk_medium_moderate,0,24,46,Walk,medium,moderate
24_51,Walk_medium_moderate,0,24,51,Walk,medium,moderate
12_01,Walk_medium_heavy,0,12,1,Walk,medium,heavy
12_02,Walk_medium_heavy,0,12,2,Walk,medium,heavy
12_03,Walk_medium_heavy,0,12,3,Walk,medium,heavy
12_05,Walk_medium_heavy,0,12,5,Walk,medium,heavy
12_07,Walk_medium_heavy,0,12,7,Walk,medium,heavy
12_08,Walk_medium_heavy,0,12,8,Walk,medium,heavy
12_09,Walk_medium_heavy,0,12,9,Walk,medium,heavy
12_10,Walk_medium_heavy,0,12,10,Walk,medium,heavy
12_11,Walk_medium_heavy,0,12,11,Walk,medium,heavy
12_12,Walk_medium_heavy,0,12,12,Walk,medium,heavy
